Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
Argentina,Cordoba,2016,204.08,128.02,215.58,4.04,1.66,9.89,9.79,274.34,14908.41,250.66,26.02,71.94
Argentina,Cordoba,2016,49.06,21.03,45.93,0.7,2.5,4.97,3.58,171.06,6173.64,134.09,40.62,82.07
Argentina,Cordoba,2016,58.89,40.46,41.43,0.63,2.65,5.81,4.11,196.89,6131.31,136.62,41.19,81.47
Argentina,Cordoba,2016,56.7,35.54,59.91,1.92,1.84,6.25,5.85,372.95,5209.27,154.64,38.39,81.97
Argentina,Cordoba,2016,122.01,63.32,103.22,1.81,2.57,13.93,4.38,158.5,4992.83,192.37,40.89,77.18
Argentina,Cordoba,2016,170.08,114.72,172.05,3.9,1.32,6.59,8.63,214.03,8346.98,172.15,31.71,74.09
Argentina,Cordoba,2016,81.24,43.61,80.07,2.72,1.07,9.76,7.77,378.61,908.14,172.56,39.59,80.34
Argentina,Cordoba,2016,135.49,75.23,117.41,3.2,0.79,6.98,6.82,358.1,3151.5,173.4,36.01,76.68
Argentina,Cordoba,2016,127.89,53.74,95.12,3.02,1.58,4.86,4.62,182.15,7115.37,146.1,34.61,76.84
Argentina,Cordoba,2017,130.82,56.96,100.17,0.91,1.35,5.58,8.58,208.55,10767.65,173.4,32.35,76.7
Argentina,Cordoba,2017,123.35,66.94,100.12,1.65,1.94,12.58,6.64,265.62,6576.53,209.75,37.6,77.31
Argentina,Cordoba,2017,80.56,46.89,84.03,1.69,0.85,6.9,7.64,302.39,1523.53,155.9,39.32,80.23
Argentina,Cordoba,2017,155.66,86.81,145.36,0.54,2.62,10.12,7.13,116.5,9760.11,218.54,37.56,74.86
Argentina,Cordoba,2017,142.52,77.1,105.33,4.16,2.76,6.56,9.8,180.11,2078.79,196.67,42.05,75.86
Argentina,Cordoba,2017,127.5,73.24,89.82,0.72,1.86,10.58,3.47,349.07,6590.32,156.61,38.28,77.2
Argentina,Cordoba,2017,183.2,98.6,194.51,2.57,0.7,5.64,8.1,223.57,13475.32,202.35,26.06,73.23
Argentina,Cordoba,2017,80.67,43.05,81.8,2.0,2.82,10.85,3.08,253.21,7518.38,174.14,38.94,80.13
Argentina,Cordoba,2017,138.12,70.54,135.99,1.29,1.31,8.97,8.2,169.16,8545.76,209.58,34.11,76.13
Argentina,Cordoba,2017,94.84,48.82,79.26,2.22,0.86,9.18,6.92,129.49,4612.81,179.1,35.75,78.94
Argentina,Cordoba,2017,144.4,87.03,144.84,2.78,2.87,6.15,6.43,92.9,5887.84,144.98,39.94,75.56
Argentina,Cordoba,2017,122.74,57.38,108.34,4.46,2.64,6.78,5.22,358.32,5526.15,149.72,37.95,77.53
Argentina,Cordoba,2017,136.57,70.81,96.03,1.66,2.07,13.68,8.65,382.94,4166.19,252.68,40.38,76.66
Argentina,Cordoba,2017,109.9,49.08,102.5,2.98,0.79,4.92,5.46,280.66,6475.75,132.93,32.91,78.23
Argentina,Cordoba,2017,113.35,72.23,96.05,2.72,1.9,4.74,7.86,170.09,2214.97,132.67,40.77,77.78
Argentina,Cordoba,2017,145.61,80.92,124.39,0.95,1.11,4.09,3.19,196.2,14296.17,129.43,28.09,75.69
Argentina,Cordoba,2017,116.22,63.52,100.74,2.27,0.46,5.37,5.54,364.44,9175.47,134.75,29.94,77.98
Argentina,Cordoba,2017,116.22,65.58,107.73,2.55,1.66,10.24,7.91,308.63,1172.93,178.74,41.26,77.87
Argentina,Cordoba,2018,97.71,68.14,84.89,1.1,0.37,6.38,4.65,331.0,10553.34,164.94,29.47,79.15
Argentina,Cordoba,2018,148.18,70.17,160.19,2.5,2.41,12.46,6.12,108.4,8869.09,227.11,35.87,75.34
Argentina,Cordoba,2018,130.22,63.1,134.99,2.01,1.22,13.29,6.31,359.35,11586.64,221.59,30.07,77.04
Argentina,Cordoba,2018,162.88,90.07,141.01,3.27,0.52,10.12,5.55,388.95,9422.71,187.23,28.87,74.92
Argentina,Cordoba,2018,125.67,74.28,128.79,4.01,1.39,9.7,5.81,376.43,1420.7,166.69,38.75,77.37
Argentina,Cordoba,2018,84.31,52.27,92.46,4.3,1.75,4.89,5.29,62.31,1861.06,105.8,39.09,79.5
Argentina,Cordoba,2018,155.18,108.27,112.6,3.46,0.72,9.93,6.45,142.39,5535.57,196.3,33.17,74.94
Argentina,Cordoba,2018,126.53,78.77,123.77,0.79,1.15,6.69,9.4,70.67,1814.13,184.96,40.84,76.71
Argentina,Cordoba,2018,101.02,62.32,98.17,0.6,1.61,11.72,8.87,348.67,5942.68,240.6,38.29,78.96
Argentina,Cordoba,2018,107.14,49.64,98.88,3.78,0.75,8.9,3.08,314.19,5306.46,156.57,33.16,78.49
Argentina,Cordoba,2018,184.51,102.93,187.47,4.0,2.11,9.52,9.62,224.47,9689.52,239.52,32.65,73.15
Argentina,Cordoba,2018,119.76,76.06,105.31,3.61,2.05,10.89,6.64,314.49,4744.31,182.8,37.79,77.64
Argentina,Cordoba,2018,159.32,70.33,141.58,1.05,2.01,9.89,5.92,79.47,9660.22,206.56,35.32,74.54
Argentina,Cordoba,2018,132.76,60.23,102.1,3.48,1.54,11.57,8.92,73.47,3311.42,204.8,37.84,76.3
Argentina,Cordoba,2018,115.84,64.89,122.42,0.94,0.8,9.7,3.41,308.3,10474.78,150.53,30.99,77.89
Argentina,Cordoba,2018,147.42,98.83,142.34,3.98,2.94,9.58,8.67,323.58,7602.79,208.35,37.23,75.82
Argentina,Cordoba,2018,93.94,57.04,73.65,0.68,2.21,11.04,7.74,312.1,8950.44,194.78,36.98,79.36
Argentina,Cordoba,2018,140.98,83.76,106.8,0.96,2.94,10.25,7.75,79.53,6198.24,200.95,41.65,75.76
Argentina,Cordoba,2018,112.56,77.13,104.1,2.92,1.13,8.86,8.96,217.36,1219.13,182.92,39.26,77.93
Argentina,Cordoba,2018,168.71,77.28,143.59,2.63,1.97,10.23,4.18,357.94,14691.32,190.41,28.6,74.47
Argentina,Cordoba,2018,107.38,55.42,78.61,2.83,1.24,13.31,5.58,154.57,2922.59,181.54,37.96,78.15
Argentina,Cordoba,2018,90.49,42.46,93.82,2.41,1.54,4.13,6.59,272.1,4236.17,133.14,37.97,79.51
Argentina,Cordoba,2018,85.92,40.79,87.41,3.61,2.53,4.43,3.13,71.69,5548.79,109.16,38.42,79.42
Argentina,Cordoba,2019,146.3,75.3,124.74,2.81,2.97,5.81,7.32,71.98,6243.3,165.46,39.86,75.39
Argentina,Cordoba,2019,144.46,94.19,154.52,1.58,1.46,13.66,5.33,95.56,7991.89,190.07,34.82,75.56
Argentina,Cordoba,2019,173.09,87.4,188.55,1.48,1.3,8.8,4.96,276.61,13776.91,197.46,28.64,74.01
Argentina,Cordoba,2019,161.1,96.97,145.77,3.73,0.93,4.99,8.08,263.46,6585.42,165.9,32.47,74.79
Argentina,Cordoba,2019,143.0,61.36,148.47,2.91,2.43,5.36,8.93,318.13,4304.96,189.54,40.08,76.1
Argentina,Cordoba,2019,138.29,79.73,129.97,1.88,0.59,7.81,3.37,280.27,10814.15,152.56,29.07,76.34
Argentina,Cordoba,2019,99.33,42.88,74.65,3.68,0.99,7.51,3.97,94.88,5326.9,123.69,33.97,78.57
Argentina,Cordoba,2019,112.69,53.84,87.04,2.09,1.71,13.15,7.69,358.02,1968.33,232.72,41.08,78.2
Argentina,Cordoba,2019,123.17,64.91,131.25,4.06,2.47,7.48,4.9,335.42,8751.78,158.57,34.59,77.46
Argentina,Cordoba,2019,118.64,57.29,129.84,1.53,0.5,12.32,9.05,143.09,4632.2,220.49,35.34,77.38
Argentina,Cordoba,2019,144.19,76.07,105.4,3.56,0.37,4.4,5.63,210.63,8786.18,144.38,28.77,75.81
Argentina,Cordoba,2019,112.06,70.05,79.46,2.04,0.89,7.4,8.07,360.39,10763.91,209.13,29.87,78.25
Argentina,Cordoba,2019,127.53,61.55,120.75,3.36,0.64,12.68,3.1,231.78,11954.86,169.64,26.61,76.96
Argentina,Cordoba,2019,145.75,58.82,157.15,2.8,1.5,5.55,9.12,206.42,11553.47,184.42,30.15,75.7
Argentina,Cordoba,2019,156.09,93.31,160.11,2.52,0.71,10.73,9.2,368.39,12442.58,232.44,27.16,75.33
Argentina,Cordoba,2020,130.4,63.3,103.6,2.27,0.5,13.75,9.04,291.54,5748.1,241.39,33.48,76.89
Argentina,Cordoba,2020,96.5,42.09,95.98,0.76,0.55,6.09,3.43,191.73,11231.51,133.75,29.65,78.95
Argentina,Cordoba,2020,117.0,67.69,87.85,4.5,2.22,9.94,4.73,276.03,5793.81,170.25,36.36,77.75
Argentina,Cordoba,2020,154.85,105.22,113.68,2.39,0.54,10.69,4.34,173.03,8647.97,180.53,30.6,75.02
Argentina,Cordoba,2020,164.5,97.37,142.43,3.46,2.22,4.11,8.63,199.75,11013.88,169.2,32.19,74.43
Argentina,Cordoba,2020,78.88,52.28,77.94,1.25,2.24,6.77,3.16,83.21,2987.36,126.51,42.49,79.91
Argentina,Cordoba,2020,120.69,54.43,126.4,4.07,2.03,12.51,7.82,204.19,1734.32,225.5,40.29,77.36
Argentina,Cordoba,2020,149.97,72.8,114.3,4.15,2.16,5.74,5.03,93.36,11255.3,129.95,31.06,75.19
Argentina,Cordoba,2020,120.3,66.03,119.49,3.52,0.99,8.16,5.16,300.38,11751.94,176.66,27.71,77.58
Argentina,Cordoba,2020,152.88,67.22,118.97,1.86,0.81,5.84,8.66,249.74,8017.2,160.09,32.56,75.31
Argentina,Cordoba,2020,105.53,51.02,87.64,2.24,2.1,11.53,4.36,277.22,12965.98,199.36,31.09,78.52
Argentina,Cordoba,2020,172.81,88.08,143.85,4.25,1.14,11.04,4.01,301.08,12861.27,179.51,26.3,74.08
Argentina,Cordoba,2020,108.67,69.38,78.1,1.72,2.93,5.42,3.62,239.87,14228.91,154.17,32.85,78.23
Argentina,Cordoba,2020,94.65,38.87,66.85,2.82,2.87,9.07,6.21,289.04,7073.99,162.29,38.73,79.27
Argentina,Cordoba,2020,197.1,115.58,169.2,4.19,0.88,13.05,5.91,133.11,11320.58,203.42,27.13,72.13
Argentina,Cordoba,2020,168.22,109.64,156.89,3.66,2.17,7.21,5.93,79.34,14796.29,187.48,28.04,73.94
Argentina,Cordoba,2021,150.24,68.69,141.19,2.16,1.6,11.05,5.04,220.55,14043.67,206.8,28.6,75.43
Argentina,Cordoba,2021,88.69,56.52,93.5,1.04,2.23,5.82,6.35,380.83,14727.63,162.16,30.93,79.85
Argentina,Cordoba,2021,145.76,71.98,145.1,0.9,0.77,8.64,5.07,73.41,14839.06,163.34,26.58,75.43
Argentina,Cordoba,2021,164.43,72.93,121.3,1.62,0.42,9.98,5.68,149.84,14077.6,196.58,25.56,74.34
Argentina,Cordoba,2021,146.45,63.63,116.01,1.22,1.29,9.5,9.45,218.84,11639.47,212.86,31.02,75.67
Argentina,Cordoba,2021,63.2,27.49,44.99,1.88,2.15,11.43,3.81,136.09,1225.34,167.82,43.33,81.06
Argentina,Cordoba,2021,111.27,70.51,102.83,0.89,1.85,10.15,4.86,382.56,13709.21,190.25,30.94,78.35
Argentina,Cordoba,2021,218.14,118.41,178.26,4.29,1.05,9.15,8.54,134.56,14108.87,211.63,24.76,70.73
Argentina,Cordoba,2021,151.98,74.71,150.1,2.83,2.6,12.22,5.71,236.55,4936.44,186.65,40.04,75.34
Argentina,Cordoba,2021,66.34,46.2,49.55,1.0,2.95,10.32,9.09,291.86,3349.13,204.21,44.5,81.16
Argentina,Cordoba,2021,79.43,41.78,76.43,1.73,2.58,9.73,6.59,143.04,1775.13,191.11,44.24,79.99
Argentina,Cordoba,2021,46.27,20.19,49.28,2.12,2.53,5.5,7.78,307.39,1949.39,173.25,43.52,82.53
Argentina,Cordoba,2021,107.99,68.8,106.3,1.4,1.26,12.82,9.72,106.63,4229.67,249.87,38.14,78.01
Argentina,Cordoba,2021,156.63,80.92,119.24,2.24,1.32,13.11,5.14,122.52,12779.49,231.67,28.93,74.8
Argentina,Cordoba,2021,118.3,81.72,127.53,2.99,1.33,12.62,5.83,301.77,1624.16,178.7,39.37,77.72
Argentina,Cordoba,2021,125.46,72.86,135.19,4.31,2.08,6.57,5.27,282.14,895.36,117.15,41.02,77.2
Argentina,Cordoba,2021,166.84,103.49,126.61,0.84,1.28,6.45,8.68,315.71,11145.74,205.41,31.86,74.51
Argentina,Cordoba,2021,141.05,77.24,143.48,3.51,2.64,6.34,4.24,74.15,10557.66,142.25,33.86,75.74
Argentina,Cordoba,2021,73.62,36.71,52.41,1.73,1.61,11.93,3.11,181.32,4755.92,154.26,38.36,80.45
Argentina,Cordoba,2022,125.8,57.69,107.38,3.87,1.97,5.87,5.02,354.28,3169.49,135.99,38.88,77.32
Argentina,Cordoba,2022,170.58,81.94,129.97,2.56,1.32,13.31,6.49,319.71,14267.92,212.52,27.13,74.27
Argentina,Cordoba,2022,173.88,89.21,170.12,3.44,0.34,8.97,5.45,303.5,10637.46,190.45,26.96,74.02
Argentina,Cordoba,2022,125.72,66.01,98.95,1.86,1.16,8.97,3.14,107.18,4291.78,146.02,37.34,76.83
Argentina,Cordoba,2022,146.04,95.63,111.97,3.26,1.32,5.18,6.93,338.69,13720.0,150.72,26.98,75.94
Argentina,Cordoba,2022,150.53,84.52,106.9,3.29,2.59,11.91,5.48,327.43,9100.44,186.61,35.39,75.62
Argentina,Cordoba,2022,160.75,81.87,115.95,3.83,2.67,4.33,9.82,202.66,10853.85,198.08,33.32,74.69
Argentina,Cordoba,2022,129.85,62.49,97.84,2.77,2.06,7.23,7.26,211.7,3083.29,162.66,40.32,76.77
Argentina,Cordoba,2022,206.92,138.32,146.63,4.46,1.22,8.99,9.76,241.84,7768.32,234.18,31.42,71.69
Argentina,Cordoba,2022,108.76,68.39,81.19,1.61,1.99,7.15,7.2,310.03,12433.26,199.18,31.92,78.37
Argentina,Cordoba,2022,112.58,68.77,93.4,0.87,1.1,6.18,4.87,148.06,11571.01,167.28,30.86,77.79
Argentina,Cordoba,2022,106.98,67.42,84.8,1.74,2.82,8.17,7.37,220.58,3547.22,160.53,43.18,78.31
Argentina,Cordoba,2022,82.85,51.89,86.35,2.9,0.48,7.57,7.46,289.83,2460.1,163.83,36.08,80.06
Argentina,Cordoba,2022,98.96,64.64,97.71,0.92,0.94,10.35,8.77,306.09,3601.87,193.57,38.28,79.01
Argentina,Cordoba,2022,133.87,87.59,126.32,2.48,1.5,8.74,9.78,203.76,4901.98,213.05,37.12,76.48
Argentina,Cordoba,2022,158.31,82.28,122.84,3.4,2.33,10.57,8.9,175.38,2168.73,215.3,41.42,74.8
Argentina,Cordoba,2022,179.71,105.37,127.79,3.11,2.97,10.65,8.56,310.7,6303.57,194.79,39.5,73.64
Argentina,Cordoba,2023,155.78,93.12,122.33,1.88,2.24,11.84,8.99,388.56,11112.81,226.25,33.74,75.39
Argentina,Cordoba,2023,104.46,60.3,83.53,3.32,0.61,4.84,5.03,396.57,2498.89,111.8,36.02,78.83
Argentina,Cordoba,2023,219.2,100.05,168.62,4.44,2.99,12.16,7.71,127.97,12525.29,225.24,32.0,70.64
Argentina,Cordoba,2023,171.46,91.65,124.74,4.13,0.58,7.93,4.54,370.77,13380.46,166.68,24.22,74.31
Argentina,Cordoba,2023,142.43,63.34,151.62,4.48,1.77,5.34,4.51,249.62,14397.31,130.65,26.43,76.0
Argentina,Cordoba,2023,74.78,34.36,64.75,2.26,1.98,4.88,3.06,314.89,2356.28,112.96,41.34,80.64
Argentina,Cordoba,2023,190.05,77.96,140.38,2.05,1.47,10.7,7.15,93.81,12333.48,214.47,30.02,72.52
Argentina,Cordoba,2023,82.19,35.27,65.72,0.88,2.67,4.13,7.03,94.53,3027.06,159.0,44.11,79.71
Argentina,Cordoba,2023,199.66,96.98,186.42,3.61,0.64,11.41,9.25,255.34,5111.15,216.74,33.2,72.2
Argentina,Cordoba,2023,181.48,111.91,144.51,3.64,1.62,12.21,8.29,69.65,2770.09,201.07,38.45,73.04
Argentina,Cordoba,2023,157.16,84.87,146.34,0.98,2.13,8.36,6.76,105.06,10261.02,201.6,35.15,74.73
Argentina,Cordoba,2023,106.38,70.39,75.48,1.34,2.08,9.26,8.45,217.91,11531.9,200.12,33.36,78.34
Argentina,Cordoba,2023,76.04,51.61,82.41,0.83,2.35,7.8,3.29,240.61,6420.18,143.75,39.79,80.41
Argentina,Cordoba,2023,147.15,95.7,149.76,1.15,0.44,5.9,6.36,352.07,7208.57,170.97,32.97,75.89
Argentina,Cordoba,2023,105.3,49.4,111.41,3.79,1.71,5.97,9.11,213.64,1956.26,185.43,39.39,78.41
Argentina,Cordoba,2023,153.79,65.6,152.84,2.3,2.46,8.22,6.49,287.28,10999.61,170.16,34.07,75.32
Argentina,La Plata,2014,88.16,60.81,78.64,1.56,0.78,7.21,6.98,217.33,2565.15,176.37,38.22,79.56
Argentina,La Plata,2014,63.22,34.78,52.42,0.67,0.89,6.26,8.9,139.11,1545.26,182.37,40.46,81.06
Argentina,La Plata,2014,99.56,41.01,84.12,0.73,1.77,8.58,8.8,206.88,2311.13,172.3,42.27,78.78
Argentina,La Plata,2014,99.19,61.85,86.49,2.08,1.19,5.97,9.36,198.52,1408.67,183.04,40.09,78.78
Argentina,La Plata,2014,156.51,88.03,123.13,4.32,1.01,8.8,8.26,272.42,12343.45,205.79,26.36,75.11
Argentina,La Plata,2014,111.51,55.73,79.48,4.26,2.85,5.25,6.22,181.38,8189.67,144.2,36.09,77.93
Argentina,La Plata,2014,192.02,134.34,135.32,2.73,0.59,7.37,5.83,249.0,14308.55,193.37,24.72,72.7
Argentina,La Plata,2014,90.39,63.17,67.47,0.51,1.07,13.36,3.26,280.63,6673.73,200.12,36.03,79.53
Argentina,La Plata,2014,106.39,60.99,109.54,2.58,2.7,5.88,8.35,292.06,12614.36,198.07,32.91,78.49
Argentina,La Plata,2014,145.61,81.23,102.26,0.89,0.71,8.7,6.34,201.63,11856.54,202.56,29.39,75.7
Argentina,La Plata,2014,153.91,99.83,108.63,2.81,1.16,9.72,4.92,376.57,12504.07,198.12,28.16,75.49
Argentina,La Plata,2014,89.89,38.46,65.62,0.71,2.85,4.6,4.95,322.11,10491.35,155.41,37.36,79.65
Argentina,La Plata,2014,74.6,39.13,60.6,1.65,2.79,11.99,7.03,321.9,1474.77,208.73,45.26,80.67
Argentina,La Plata,2014,106.17,49.81,107.48,0.79,2.76,6.66,5.63,146.23,11011.06,152.84,36.49,78.21
Argentina,La Plata,2014,154.86,69.27,164.35,1.56,1.92,10.27,5.55,237.32,14608.04,190.51,29.59,75.15
Argentina,La Plata,2014,123.17,79.44,101.1,3.76,0.88,9.6,4.06,292.1,12352.14,158.52,26.51,77.37
Argentina,La Plata,2014,141.65,89.78,101.17,2.42,2.11,9.76,9.61,160.91,11537.61,233.39,32.38,75.88
Argentina,La Plata,2014,106.34,66.75,96.64,1.69,2.18,7.04,4.76,177.16,14224.44,171.85,30.62,78.26
Argentina,La Plata,2014,115.09,70.9,112.98,4.22,1.13,7.33,5.45,354.67,5359.66,152.38,33.82,78.04
Argentina,La Plata,2014,97.78,66.37,72.26,1.26,0.61,5.79,3.27,341.39,13786.26,118.59,26.8,79.16
Argentina,La Plata,2014,153.67,95.03,137.62,3.5,0.87,13.65,5.61,364.11,2260.07,214.08,36.85,75.48
Argentina,La Plata,2014,65.28,31.44,55.08,2.24,2.94,6.85,5.08,183.92,3135.99,136.98,43.45,81.02
Argentina,La Plata,2015,201.14,128.09,157.87,3.73,1.53,13.38,7.98,271.82,9919.16,235.72,30.95,72.13
Argentina,La Plata,2015,55.38,25.02,55.16,3.13,2.83,6.45,4.93,251.41,2665.38,130.86,42.71,81.81
Argentina,La Plata,2015,90.9,39.48,65.03,1.51,1.5,6.06,3.05,254.53,8021.69,133.79,34.97,79.45
Argentina,La Plata,2015,148.62,84.28,118.2,4.17,2.87,7.89,4.27,292.31,8780.31,172.43,35.66,75.68
Argentina,La Plata,2015,157.83,88.75,132.71,2.02,2.47,13.76,8.51,202.1,4948.0,241.94,40.43,74.88
Argentina,La Plata,2015,174.02,78.32,152.5,2.24,1.78,11.27,7.44,355.25,11433.87,224.39,31.65,74.11
Argentina,La Plata,2015,128.06,75.62,135.85,3.99,1.69,13.95,3.61,342.44,6314.88,205.83,34.76,77.15
Argentina,La Plata,2015,116.14,73.57,102.03,4.46,0.94,5.36,4.41,383.91,8219.96,114.81,30.14,78.02
Argentina,La Plata,2015,161.36,99.55,152.91,2.1,0.6,11.44,3.67,359.92,12036.71,173.32,27.65,74.96
Argentina,La Plata,2015,71.78,37.89,60.01,1.24,1.97,11.42,4.72,312.17,3067.21,194.1,41.62,80.84
Argentina,La Plata,2015,119.52,52.92,118.17,2.28,1.93,7.54,6.74,261.98,13993.42,167.77,29.53,77.56
Argentina,La Plata,2015,115.87,61.73,95.32,2.97,0.83,10.35,5.57,275.3,3195.31,168.46,36.32,77.83
Argentina,La Plata,2015,125.62,86.48,130.21,2.04,2.0,11.04,6.36,150.1,4311.87,197.33,39.65,76.93
Argentina,La Plata,2015,151.59,71.36,137.03,4.26,0.64,12.7,3.56,363.71,3343.77,161.62,34.31,75.62
Argentina,La Plata,2016,172.49,91.62,124.89,4.31,1.75,4.94,9.8,381.49,13176.28,188.96,27.78,74.26
Argentina,La Plata,2016,148.04,97.46,135.51,0.65,2.15,13.07,9.06,365.32,8072.42,228.26,37.72,75.86
Argentina,La Plata,2016,194.26,90.12,208.7,3.63,1.82,12.73,7.93,236.32,9931.25,217.27,31.89,72.52
Argentina,La Plata,2016,114.32,58.48,90.65,3.6,2.19,9.87,3.12,125.15,6433.83,137.5,36.53,77.63
Argentina,La Plata,2016,131.92,78.82,103.0,2.61,2.82,13.23,3.18,367.27,6266.82,168.02,39.58,76.94
Argentina,La Plata,2016,113.96,71.31,100.22,1.66,2.79,8.21,4.56,364.56,5559.12,162.03,41.14,78.13
Argentina,La Plata,2016,96.41,58.22,102.42,0.95,2.39,9.64,3.43,253.65,6307.37,138.96,39.91,79.08
Argentina,La Plata,2016,102.81,71.34,102.94,1.58,1.93,10.26,9.79,285.67,4061.83,233.3,40.15,78.72
Argentina,La Plata,2016,90.66,57.94,89.02,3.33,1.8,6.41,3.14,367.36,8674.7,133.62,33.4,79.69
Argentina,La Plata,2016,145.34,95.72,114.44,2.89,0.71,13.34,6.25,229.92,12003.97,218.96,27.24,75.77
Argentina,La Plata,2016,163.99,84.03,170.96,4.18,0.91,12.46,5.4,154.6,9729.2,189.79,28.82,74.38
Argentina,La Plata,2016,105.01,66.74,112.82,3.63,1.5,11.05,7.69,330.49,4041.73,205.82,36.84,78.66
Argentina,La Plata,2016,84.54,52.25,68.09,1.03,1.18,5.47,8.87,284.12,1723.96,157.65,40.8,79.93
Argentina,La Plata,2016,133.23,90.26,99.28,1.62,2.94,13.65,6.64,155.04,10338.49,218.06,36.86,76.43
Argentina,La Plata,2016,83.03,39.95,66.53,2.43,0.5,7.61,5.29,319.15,1147.42,138.84,37.91,80.1
Argentina,La Plata,2017,130.67,62.26,141.31,3.81,1.38,8.14,9.22,308.07,6906.99,208.56,33.41,76.9
Argentina,La Plata,2017,130.78,64.15,122.06,3.85,1.72,5.51,8.8,297.9,1852.05,182.37,39.46,76.88
Argentina,La Plata,2017,172.6,81.54,176.75,2.62,1.01,7.35,4.47,142.61,12498.32,177.06,27.89,73.78
Argentina,La Plata,2017,126.81,56.84,120.21,1.29,0.61,4.59,4.22,98.15,12926.31,127.52,27.6,76.74
Argentina,La Plata,2017,117.21,69.59,120.95,0.73,2.39,9.06,8.4,188.18,2552.89,198.81,43.87,77.56
Argentina,La Plata,2017,68.24,38.73,66.21,0.74,0.44,8.2,7.19,215.99,2500.8,176.33,38.07,80.88
Argentina,La Plata,2017,158.85,90.22,111.6,3.64,0.66,5.6,7.02,188.23,10115.54,157.04,28.21,74.79
Argentina,La Plata,2017,142.67,88.28,119.77,0.6,0.48,6.89,9.37,90.82,7327.45,207.98,33.52,75.67
Argentina,La Plata,2017,72.73,42.09,60.26,1.81,1.55,8.09,8.24,261.15,1018.36,172.8,41.81,80.67
Argentina,La Plata,2017,133.01,82.64,93.11,3.35,2.23,13.86,8.29,111.81,3089.78,220.47,40.24,76.36
Argentina,La Plata,2017,122.91,69.71,107.59,3.11,0.96,11.12,8.14,202.08,1603.99,209.82,38.16,77.21
Argentina,La Plata,2017,89.51,48.13,89.68,2.32,0.33,5.42,5.66,200.69,6514.16,142.79,32.16,79.43
Argentina,La Plata,2017,125.03,69.28,117.76,3.8,2.91,4.1,4.87,158.79,8577.56,121.98,36.34,76.98
Argentina,La Plata,2017,194.53,91.79,166.42,3.47,0.45,11.7,7.7,84.77,13727.08,232.99,24.16,72.2
Argentina,La Plata,2017,115.26,63.9,87.57,2.11,0.32,4.59,9.56,191.67,8834.63,185.46,30.02,77.7
Argentina,La Plata,2017,131.49,79.75,140.6,2.92,1.04,5.1,9.79,86.41,5632.88,170.08,34.55,76.41
Argentina,La Plata,2018,190.03,92.46,198.04,3.31,2.18,12.49,4.1,270.8,13477.59,197.93,29.74,72.87
Argentina,La Plata,2018,99.06,64.66,93.58,2.81,1.57,7.87,4.65,102.23,3869.47,129.6,38.02,78.6
Argentina,La Plata,2018,122.81,73.11,89.01,2.71,1.19,10.52,3.03,351.57,9558.43,175.86,31.29,77.52
Argentina,La Plata,2018,75.84,50.25,63.93,1.61,2.32,13.63,3.71,293.09,2229.41,195.58,43.12,80.53
Argentina,La Plata,2018,108.21,44.36,110.62,2.66,1.44,6.96,4.21,276.6,2251.61,131.0,39.41,78.34
Argentina,La Plata,2018,119.29,53.25,113.39,0.74,1.53,6.34,5.4,85.31,6841.39,137.93,37.02,77.22
Argentina,La Plata,2018,144.0,86.47,135.22,2.66,0.64,5.2,6.49,170.07,5084.66,129.95,34.17,75.74
Argentina,La Plata,2018,129.85,56.65,129.78,3.25,2.38,6.89,5.85,138.56,5105.47,166.42,38.77,76.62
Argentina,La Plata,2018,200.55,106.56,151.25,3.65,1.78,9.86,9.99,82.07,10139.51,210.86,31.55,71.79
Argentina,La Plata,2018,123.89,76.55,132.13,2.78,2.61,13.88,3.48,229.55,9713.27,195.25,35.32,77.2
Argentina,La Plata,2018,157.28,79.25,125.06,3.56,2.13,8.13,7.74,336.38,6742.03,197.2,36.08,75.19
Argentina,La Plata,2018,188.44,120.07,138.75,4.34,2.9,8.21,8.02,90.5,14420.46,192.63,29.95,72.62
Argentina,La Plata,2018,133.16,54.92,145.53,1.22,2.87,11.7,3.99,237.87,5728.22,186.03,41.67,76.6
Argentina,La Plata,2018,143.71,65.44,128.67,2.74,2.57,12.15,3.42,154.3,11425.88,191.74,33.54,75.73
Argentina,La Plata,2018,170.55,88.23,179.46,2.1,1.7,13.8,7.24,126.83,5517.56,207.67,37.48,73.88
Argentina,La Plata,2019,73.16,32.2,61.38,2.82,2.6,12.52,3.75,165.72,1652.37,165.7,43.33,80.45
Argentina,La Plata,2019,94.72,53.84,86.78,1.8,2.46,10.22,9.7,138.05,1984.06,220.51,43.6,78.96
Argentina,La Plata,2019,114.45,63.73,89.66,2.05,2.8,4.01,5.46,156.95,13285.02,138.93,33.06,77.68
Argentina,La Plata,2019,114.46,46.11,122.72,4.35,1.37,8.14,5.22,141.38,6737.4,151.0,33.02,77.65
Argentina,La Plata,2019,109.83,74.58,85.39,1.11,1.66,6.49,9.68,277.83,11343.11,193.76,32.52,78.23
Argentina,La Plata,2019,80.3,33.44,63.69,1.31,2.91,5.41,4.38,340.72,8614.4,129.09,38.8,80.33
